,average_rate($),num_of_bedrooms,title_word_count,city,date_of_listing,description,latitude,longitude,title,url,Listing Month,Listing Year,lat_long,FullAddy
10288,499,3,6,Austin,Aug-15,"Trendy 3 bedroom in the heart of South Austin. Steps from the bus downtown / Zilker. Beautiful backyard with BBQ, outdoor stereo, hammock, and Texas Live Oaks. A perfect place to recharge after a day of live music. Large TV and surround in the family room and master. Double vanity. 2 shower/baths. Very well appointed kitchen. \n\nTempurpedic in the master. Stearns and Foster in the guest. Very comfy futon in the office. Blow up in the loft and 2 large comfy couches.",30.2053394,-97.83248469,Bright Open House Ready For SXSW,https://www.airbnb.com/rooms/8116990?location=Bee%20Cave%2C%20TX,August,2015,"30.205339399120604,-97.8324846909753","3321 Harpers Ferry Ln, Austin, TX 78745, USA"
10296,50,1,7,Austin,Oct-14,"Cozy corner bedroom upstairs with view to woodsy green backyard. Full desk with slide out tray for computer and keyboard, with wi-fi. Futon sleeps two. Large walk-in closet. Adjacent to (potentially shared) double-sink bathroom with tub.",30.1849152,-97.82688725,Futon w Music Memorabilia B & BBQ,https://www.airbnb.com/rooms/4279738?location=Buda%2C%20TX,October,2014,"30.1849151970933,-97.82688725400259","9101 Collingwood Dr, Austin, TX 78748, USA"
10298,1100,3,6,Austin,Oct-14,"Super clean home that has an open floor plan to living and dining, large kitchen, a laundry room, high ceiling, natural light, front and back porch, huge trees. Close to everything South Austin has to offer. Only 15 minutes to Downtown Austin.",30.18869107,-97.82751618,Quiet & peaceful South Austin home,https://www.airbnb.com/rooms/4341467?location=Buda%2C%20TX,October,2014,"30.188691070163497,-97.82751617713508","8807 Huebinger Pass, Austin, TX 78745, USA"
10305,126,3,8,Austin,Oct-15,"My place is a cozy home, in a quiet south Austin neighborhood. Very easy access to Mopac. 10-15 min. drive to Zilker Park. My place is good for couples, solo adventurers, business travelers, families (with kids), and big groups.",30.19442489,-97.83457845,Cozy peaceful 3 bd home in South Austin,https://www.airbnb.com/rooms/15340498?location=Buda%2C%20TX,October,2015,"30.194424888556,-97.83457844887941","8631 Piney Creek Bend, Austin, TX 78745, USA"
10335,125,1,8,Austin,Feb-09,"Cute Private Studio apartment located in Willow Spence National Historic District. It is walking distance from Convention Center (3 1/2 blks) and Entertainment District. Save on cab fares. It is also within pedicab boundaries. Bus stop around the corner, takes you straight downtown. \n\nWorried about food? Great food abounds! Iron works BBQ 2 blks away, Breakfast tacos around the blk, coffee shop one block away, IHOP 2 blks away, Rainey Street with bars and restaurants only 2 1/2 blks away , all within a safe walking distance.\n The apartment is located upstairs above garage, completely separate from the main house- Total features wood floors and lots of windows. The kitchen has a full size refrigerator, sink, granite counter-top, microwave, hotpot, toaster oven and coffee-maker. The kitchen does NOT have a working cooktop. The apartment has 32\",30.26111595,-97.73448284,"Walk to 6th, Rainey St and Convention Ctr",https://www.airbnb.com/rooms/5456?location=Brazos%20River%2C%20TX,February,2009,"30.261115947777,-97.7344828448813","909 E 2nd St, Austin, TX 78702, USA"
10340,55,1,2,Austin,Nov-14,"Filled with uniqueness and good vibes the place allows guests to feel welcome and relax. Place has 3 bedrooms, 2.5 baths, gas fireplace, outside patio with pergola. Situated 8miles/15min drive from Downtown, and 5-10min drive to rests, shopping mall.",30.19863999,-97.81936189,Comfy room/house!,https://www.airbnb.com/rooms/10826200?location=Buda%2C%20TX,November,2014,"30.1986399895442,-97.819361885595","7703 Seminary Ridge Dr, Austin, TX 78745, USA"
10347,53,1,9,Austin,Aug-11,"Welcome to the Lake Travis area! You are going to have a blast. We are 5-10 minutes from beaches and marina's, bars and grocery stores. 5 from Vintage Villas. Our house is a little in the woods, so you can enjoy the wildlife while being close to everything. \nInc: robes, tablet, meridian massager, bath oils &amp; salts, welcome glass of wine, breakfast supplies,\nMy husband is a chef from Italy and I am a painter. We are happy to cook private dinners, give cooking or painting lessons on request.",30.38589258,-97.93597305,Private Room in The Austin Oasis House Lake Travis,https://www.airbnb.com/rooms/15903071?location=Bee%20Cave%2C%20TX,August,2011,"30.3858925807303,-97.9359730495529","15305 Sutton Dr, Austin, TX 78734, USA"
10349,75,1,6,Austin,Nov-14,"Beautiful New Home offers very Large upstairs bedroom with private bath and upstairs family room. Conveniently located minutes drive from the airport and downtown Austin! Must be comfortable with pets as we have two dogs. However, they stay solely in the downstairs and do not go in the guest areas.",30.19651545,-97.97605355,Relax in your large private room,https://www.airbnb.com/rooms/16594257?location=Bee%20Cave%2C%20TX,November,2014,"30.196515450004,-97.9760535477129","110 Pagosa Ct, Austin, TX 78737, USA"
10362,40,1,4,Cedar Park,May-15,"Airbeds, sheets, pillows, comforters, and blankies in private room. Affordable nest to fest ! Private bathroom. \n\nDuring music feats or conferences, $10 shuttle into fest area.\n1 or 2 guests.",30.52492099,-97.852539,Simple Zen Visit Spot,https://www.airbnb.com/rooms/8647607?location=Bertram%2C%20TX,May,2015,"30.524920985447302,-97.8525390028886","1806 Timber Ridge Dr, Cedar Park, TX 78613, USA"
10364,150,4,8,Buda,Feb-15,"Rental policy has changed effective 1 May 2017 - this site now adds 6% Hotel Tax to your bill. Consequently, we no longer accept reservations from this site. Please consider using an alternative booking site (V R. B 0).\n\nFully furnished newly-built home, 1500 sq ft, convenient to Austin.\nOne queen, two full, two bunks. Cable TV, Internet, W/D, modern kitchen, all utilities included. Open floor plan, very spacious! Sleeps up to 6 adults comfortably. Children free.",30.09840512,-97.86738073,Modern 4/2 on the south edge of ATX,https://www.airbnb.com/rooms/5315761?location=Buda%2C%20TX,February,2015,"30.098405116929698,-97.8673807337083","172 Brockston Dr, Buda, TX 78610, USA"
10366,95,1,5,Austin,Dec-12,As seen on HGTV! \,30.18890106,-97.95976055,Tiny Cabin in Hill Country,https://www.airbnb.com/rooms/8668966?location=Bee%20Cave%2C%20TX,December,2012,"30.1889010553651,-97.959760549214","10798 Miller Ln, Austin, TX 78737, USA"
10376,75,0,4,Austin,Nov-16,Comfy Classic Airstream in the Real South Austin! 100% solar powered residence with a huge backyard with firepit and patio area. Full sized shower. Less than a mile from the Texas Roadhouse owned by Mr. Willie Nelson himself. Not too far from downtown but far enough.,30.17573904,-97.79462707,Island in the Stream,https://www.airbnb.com/rooms/17625534?location=Buda%2C%20TX,November,2016,"30.1757390416603,-97.7946270664937","8602 Swanson Ln, Austin, TX 78748, USA"
10378,90,1,6,Austin,Jan-17,"This brand new rebuilt duplex in South Austin features a spacious living area, custom moulding, and beautiful concrete countertops and floors. Our place is close to The Indian Roller, The Moontower, Valentina's BBQ, multiple large city parks, and other South Austin restaraunts and hotspots. Only 15 minutes from downtown in a quiet neighborhood. Our place is good for any guest. We are very involved in the local culture and music scene and love to travel and give recommendations.",30.17416026,-97.83233344,Beautiful Modern Duplex - South Austin,https://www.airbnb.com/rooms/19572818?location=Buda%2C%20TX,January,2017,"30.174160261951105,-97.8323334387607","10104 Gail Rd, Austin, TX 78748, USA"
10388,450,4,7,Austin,Feb-16,"Our home is located in Austin, Texas. In the beautiful hills just southwest of downtown. Surrounded by greenbelt, you feel like you are out in the woods, even though the vibrant night life of downtown Austin is only a few minutes away (7 miles to 6th Street and 5 miles to Zilker Park, home of ACL and SWSX). This home is perfect for large groups and families.\n\nRecent upgrades to our home include:\nBaby Grand Piano in the formal dining area.\nHigh Speed Internet (Fiber)",30.25065816,-97.8480326,Spacious and Comfortable Retreat - Near Downtown,https://www.airbnb.com/rooms/12854136?location=Bee%20Cave%2C%20TX,February,2016,"30.250658162887202,-97.84803260134831","5515 Republic of Texas Blvd, Austin, TX 78735, USA"
10392,86,1,4,Austin,Mar-11,"Quiet neighborhood, minutes to DT Austin and Soco. The cottage is super clean, comfy, private, with separate entrance.\n Relax at my xeriscaped oasis 1.5 miles to DT &amp; listen to sounds of water features and koi pond while enjoying plants, folk art. Over a period of 30 years, I have created my dream backyard. \n9% City of Austin STR Tax not included in your Airbnb bill and is due in cash upon check in. The 6% State of Texas STR tax is included in your Airbnb bill. Licensed, owner occupied STR.",30.23915637,-97.76487354,78704 Detached Garden Cottage,https://www.airbnb.com/rooms/78974?location=Brazos%20River%2C%20TX,March,2011,"30.239156368467697,-97.7648735428895","807 Cumberland Rd, Austin, TX 78704, USA"
10395,85,3,7,Cedar Park,Aug-13,"We are excited to open our beautiful home up to the Airbnb community! Ideally located with easy access to all North Austin has to offer. Beautiful, safe neighborhood, direct access to the freeway and less than 30 minutes to downtown Austin. Plus we just completed a fresh remodel that will make you feel right at home.\n\nThere is a park and pool close by, as well as every different kind of restaurant, we have written out our favorites for when you arrive!\n\nGreat kitchen with brand new appliances.",30.52017695,-97.81942051,"Brand new renovation, clean, comfortable home NxNW",https://www.airbnb.com/rooms/16621313?location=Bertram%2C%20TX,August,2013,"30.5201769539998,-97.819420511668","502 Settlement St, Cedar Park, TX 78613, USA"
10397,43,1,5,Austin,Jun-17,"(1) Private Bedroom\n(1) Queen sized very comfortable bed\n(1) Empty Closet with hangers\n(1) Personal mirror\n(1) Private Bathroom with shower towels, shampoo, conditioner, and body wash provided.\nConvenient electrical outlets and Free street parking in front of the home.",30.24053582,-97.57760067,Private Bedroom with COMFORTABLE Queen,https://www.airbnb.com/rooms/19498556?location=Cedar%20Creek%2C%20TX,June,2017,"30.2405358181902,-97.57760066859258","4524 Cleto St, Austin, TX 78725, USA"
10402,160,1,9,Kyle,Aug-16,"My place is close to family-friendly activities, hill country, rivers, nightlife. You‰Ûªll love my place because of the location, the outdoors space, the ambiance, the people, and the neighborhood. My place is good for couples, solo adventurers, business travelers, families (with kids), and big groups.",29.97368163,-97.88783089,New! A little bit country close to town/The Garden,https://www.airbnb.com/rooms/17270667?location=Buda%2C%20TX,August,2016,"29.9736816305862,-97.8878308854035","1520 Roland Ln, Kyle, TX 78640, USA"
10404,159,1,4,Austin,Oct-09,"Have you ever wanted to spend the night in a treehouse overlooking a waterfall and pond, but still want the amenities to be comfortable? Our \",30.24600552,-97.73953086,Cool Artistic Treehouse Cabin,https://www.airbnb.com/rooms/10331035?location=Brazos%20River%2C%20TX,October,2009,"30.246005517297203,-97.73953086396808","1018 Bonham Terrace, Austin, TX 78704, USA"
10409,27,1,4,Austin,Jun-16,"My place is close to The Coffee Bean &amp; Tea Leaf, BurgerFi, Backspin, Satellite Bistro &amp; Bar, and District Kitchen + Cocktails. You‰Ûªll love my place because of The huge room, bath, shower, separate toilet, and double sink.. My place is good for solo adventurers.",30.20072037,-97.85449867,Hove loop master bedroom,https://www.airbnb.com/rooms/13565075?location=Buda%2C%20TX,June,2016,"30.2007203706419,-97.8544986725766","8959 W Hove Loop, Austin, TX 78749, USA"
10426,38,2,7,Cedar Park,Jul-15,"This home has two charming guest rooms available to rent, which comes with use of the living, dining, and kitchen areas. The first guest room has a comfortable queen size bed. The second room, best suited for children, has a set of fun bunk beds! Whether you're coming to Austin on business or for pleasure, this home will absolutely meet your needs! Access to the MetroRail system is only minutes away and riding the light rail train to downtown Austin is fun and easy!",30.53268225,-97.84446468,Guest Rooms in Comfortable Home Near Austin,https://www.airbnb.com/rooms/8457947?location=Bertram%2C%20TX,July,2015,"30.532682251286,-97.8444646780428","642 Columbine Ave, Cedar Park, TX 78613, USA"
10436,50,1,5,Cedar Park,Dec-16,"Cozy private home in residential area of Cedar Park. Great for solo travelers, a couple, or a family with children. Clean, with private bedroom and bath and sofa bed in the living room. Parking in garage, and access to kitchen, washer and dryer, and large yard. Located very close to 183 and Lakeline Mall. Many restaurants and stores near by. 15 miles from Austin.\nGuests with allergies should be aware that I own two dogs that are not hypoallergenic. The dogs will not be at the house with guests.",30.49771959,-97.82790178,Mi Casa Es Su Casa,https://www.airbnb.com/rooms/18308138?location=Bertram%2C%20TX,December,2016,"30.4977195945293,-97.82790177599009","711 Cluck Creek Trail, Cedar Park, TX 78613, USA"
10441,53,1,7,Austin,Jan-13,"A wonderful little retreat right in the middle of Austin. The cabin is only 180 sq ft but has everything you need. Twin bed with 400 thread count sheets, fine towels, coffee &amp; tea setup. While very simple, it is about half the price of a hotel.",30.30106571,-97.74038996,Tiny Zen Cabin in Heart of Austin,https://www.airbnb.com/rooms/1024819?location=Brazos%20River%2C%20TX,January,2013,"30.301065708159104,-97.7403899648695","620 W 34th St, Austin, TX 78705, USA"
